date,weather,max,min,power,direction
2012-05-25,小雨,24,18,小于3级,南风
2012-05-26,多云,28,17,小于3级,西南风
2012-05-27,晴转多云,29,18,小于3级,东风
2012-05-28,多云,29,19,小于3级,东风
2012-05-29,暴雨转大雨,25,20,小于3级,东风
2012-05-30,小雨转多云,24,18,小于3级,东北风
2012-05-31,阴转阵雨,25,18,小于3级,东风
2012-06-01,中雨转阵雨,25,19,小于3级,东风
2012-06-02,阴转多云,25,17,小于3级,东风
2012-06-03,多云转阴,27,19,小于3级,东风
2012-06-04,小雨转多云,28,20,小于3级,东风
2012-06-05,阵雨,27,21,小于3级,东风
2012-06-06,阵雨,27,22,小于3级,南风
2012-06-07,阵雨,30,23,小于3级,西南风
2012-06-08,多云转阴,32,23,小于3级,南风
2012-06-09,阴转阵雨,30,24,小于3级,南风
2012-06-10,雷阵雨转中雨,29,24,小于3级,西北风
2012-06-11,阴转多云,30,22,小于3级,西南风
2012-06-12,阴转多云,32,23,小于3级,东风
2012-06-13,多云,33,23,小于3级,东北风
2012-06-14,阵雨转多云,30,22,小于3级,东南风
2012-06-15,多云,30,23,小于3级,东风
2012-06-16,多云转阵雨,27,23,小于3级,东风
2012-06-17,中雨转中到大雨,25,22,小于3级,东风
2012-06-18,阵雨转阴,28,21,小于3级,西南风
2012-06-19,阴转多云,28,21,小于3级,东北风
2012-06-20,阴转多云,29,22,小于3级,东风
2012-06-21,多云转中雨,29,23,小于3级,东风
2012-06-22,大到暴雨,23,20,小于3级,西南风
2012-06-23,大雨,26,21,小于3级,西北风
2012-06-24,阴转阵雨,30,24,小于3级,东南风
2012-06-25,中雨转暴雨,27,24,小于3级,西南风
2012-06-26,暴雨,27,23,小于3级,西北风
2012-06-27,阵雨,28,23,小于3级,东风
2012-06-28,多云,33,25,小于3级,东风
2012-06-29,多云转雷阵雨,34,26,小于3级,西南风
2012-06-30,雷阵雨转多云,36,27,小于3级,西北风
2012-07-01,晴转多云,36,26,小于3级,西南风
2012-07-02,晴转多云,36,27,小于3级,西南风
2012-07-03,晴转多云,37,27,小于3级,西南风
2012-07-04,晴转多云,38,28,小于3级,西南风
2012-07-05,晴转雷阵雨,37,29,小于3级,西南风
2012-07-06,多云转雷阵雨,36,28,小于3级,西南风
2012-07-07,多云转雷阵雨,36,28,小于3级,西南风
2012-07-08,多云,37,28,小于3级,东风
2012-07-09,多云,37,28,小于3级,西南风
2012-07-10,多云转雷阵雨,36,28,小于3级,西南风
2012-07-11,雷阵雨,36,28,小于3级,西南风
2012-07-12,多云转雷阵雨,36,29,小于3级,西北风
2012-07-13,雷阵雨转大雨,32,26,小于3级,东风
2012-07-14,暴雨转大雨,30,25,小于3级,西北风
2012-07-15,阵雨转中雨,29,24,小于3级,东风
2012-07-16,阵雨,31,25,小于3级,东风
2012-07-17,大雨转阵雨,31,25,小于3级,西北风
2012-07-18,阴转雷阵雨,32,25,小于3级,西北风
2012-07-19,多云转雷阵雨,34,27,小于3级,东风
2012-07-20,多云转晴,36,26,小于3级,西北风
2012-07-21,晴转多云,36,26,小于3级,西南风
2012-07-22,晴转多云,36,28,小于3级,东南风
2012-07-23,晴转多云,36,27,小于3级,东南风
2012-07-24,晴转多云,36,28,3-4级,东南风
2012-07-25,晴转多云,35,26,小于3级,东风
2012-07-26,多云转雷阵雨,36,27,小于3级,东风
2012-07-27,晴转多云,36,27,小于3级,南风
2012-07-28,晴转多云,37,27,小于3级,东风
2012-07-29,晴转多云,37,28,小于3级,东南风
2012-07-30,晴转多云,37,28,小于3级,东风
2012-07-31,多云,34,27,小于3级,东风
2012-08-01,中雨转暴雨,31,26,3-4级,东风
2012-08-02,暴雨,30,25,5-6级,东北风
2012-08-03,阵雨转阴,33,27,6-7级~4-5级,东风
2012-08-04,多云转阵雨,33,26,小于3级,东风
2012-08-05,多云转阵雨,32,26,3-4级,西北风
2012-08-06,阵雨转暴雨,31,26,小于3级,北风
2012-08-07,暴雨,29,25,小于3级~6-7级,北风
2012-08-08,大雨,29,24,7-8级~8-9级,东南风
2012-08-09,中雨转大雨,31,25,4-5级~小于3级,南风
2012-08-10,中雨,34,27,小于3级,东北风
2012-08-11,阵雨转雷阵雨,34,26,小于3级,南风
2012-08-12,多云转雷阵雨,35,26,小于3级,东风
2012-08-13,雷阵雨转多云,35,27,小于3级,东风
2012-08-14,多云转晴,38,28,小于3级,东风
2012-08-15,雷阵雨转多云,38,29,小于3级,西北风
2012-08-16,多云,36,27,小于3级,东风
2012-08-17,晴转多云,36,28,小于3级,南风
2012-08-18,多云,37,28,小于3级,西风
2012-08-19,多云,35,26,小于3级,西风
2012-08-20,雷阵雨转多云,34,26,小于3级,西北风
2012-08-21,雷阵雨转阵雨,29,25,小于3级,西风
2012-08-22,阵雨,28,22,小于3级,西北风
2012-08-23,阵雨转中雨,29,21,4-5级,西北风
2012-08-24,多云转雷阵雨,30,24,小于3级,北风
2012-08-25,阵雨转中雨,30,25,小于3级,东北风
2012-08-26,阵雨转中雨,30,25,3-4级,东北风
2012-08-27,阵雨转多云,32,25,小于3级~5-6级,西北风
2012-08-28,阵雨转中雨,30,25,4-5级~3-4级,东风
2012-08-29,多云,34,25,小于3级,西北风
2012-08-30,多云,34,25,3-4级,东风
2012-08-31,多云转晴,33,25,小于3级,东风
2012-09-01,多云,32,25,小于3级,南风
2012-09-02,多云转大雨,30,23,小于3级,西南风
2012-09-03,中雨,26,23,小于3级,北风
2012-09-04,阵雨,23,17,小于3级,南风
2012-09-05,阴,26,19,小于3级,西北风
2012-09-06,阵雨,29,23,小于3级,东风
2011-08-01,雷阵雨,34,26,3-4级,东南风
2011-08-02,雷阵雨~多云,34,26,微风~3-4级,东南风
2011-08-03,雷阵雨,34,26,微风,东南风
2011-08-04,雷阵雨~多云,34,25,微风,东北风
2011-08-05,雷阵雨~阵雨,32,25,3-4级,东北风
2012-09-07,阴转多云,31,24,小于3级,西南风
2012-09-08,多云转中雨,29,24,小于3级,东风
2012-09-09,阵雨转小雨,26,21,小于3级,西北风
2012-09-10,阴转多云,29,23,小于3级,东风
2012-09-11,多云转阵雨,32,24,小于3级,东风
2012-09-12,大雨转中雨,24,19,小于3级,北风
2012-09-13,小雨转阴,23,17,4-5级,西风
2012-09-14,多云转晴,25,17,3-4级,西北风
2011-08-06,小到中雨~大到暴雨,33,24,4-5级~6-7级,东北风~东风
2011-08-07,多云,33,25,4-5级~3-4级,西北风~西风
2011-08-08,雷阵雨~多云,35,26,3-4级~微风,西南风
2011-08-09,雷阵雨~多云,34,26,微风,南风
2011-08-10,多云,36,26,微风,南风
2011-08-11,雷阵雨,35,25,3-4级,南风
2011-08-12,中到大雨~雷阵雨,30,26,3-4级,西南风
2011-08-13,雷阵雨~多云,34,26,3-4级,南风
2012-09-15,多云转阴,26,18,小于3级,北风
2012-09-16,多云,27,18,3-4级~5-6级,北风
2012-09-17,晴,27,18,4-5级~3-4级,西北风
2011-08-14,雷阵雨~多云,36,26,微风,西南风~南风
2011-08-15,多云,35,27,微风,南风
2011-08-16,多云,37,27,3-4级,西南风
2011-08-17,多云,36,28,3-4级,西南风
2011-08-18,多云,35,28,微风~3-4级,南风
2011-08-19,多云,35,27,微风~3-4级,南风
2011-08-20,多云,37,27,微风,南风
2011-08-21,雷阵雨,34,26,微风,东北风
2012-09-18,多云,28,17,小于3级,西北风
2012-09-19,多云,29,18,小于3级,东北风
2012-09-20,多云转阵雨,27,18,小于3级,东风
2012-09-21,中雨转小雨,24,20,小于3级,南风
2012-09-22,阴转多云,25,19,小于3级,东北风
2012-09-23,阴转多云,27,18,小于3级,东风
2012-09-24,多云,28,18,小于3级,东风
2012-09-25,多云,27,19,小于3级,东风
2011-08-22,中雨~中到大雨,32,24,微风,东北风
2011-08-23,中雨,29,22,微风,北风~东北风
2011-08-24,中到大雨~阵雨,27,23,3-4级~微风,东北风
2011-08-25,阵雨,27,22,微风,东北风
2011-08-26,阵雨~雷阵雨,30,24,微风,东北风
2011-08-27,阵雨,31,24,3-4级,东北风
2011-08-28,雷阵雨~多云,32,25,微风,东南风
2011-08-29,雷阵雨~阵雨,31,24,3-4级~微风,东风
2012-09-26,多云转阴,26,20,小于3级,东风
2012-09-27,多云转阴,27,21,小于3级,东风
2012-09-28,阴转多云,23,14,小于3级,北风
2012-09-29,晴,25,13,4-5级,西北风
2012-09-30,晴转多云,26,13,3-4级~小于3级,西北风
2011-08-30,大到暴雨~中雨,30,25,微风,东北风
2011-08-31,阵雨~阴,30,25,4-5级,东北风
2012-10-01,晴转多云,25,13,小于3级,南风
2012-10-02,晴转多云,26,15,小于3级,北风
2012-10-03,多云,26,15,小于3级,西风
2012-10-04,晴转多云,26,16,小于3级,南风
2012-10-05,小雨转多云,26,19,小于3级,北风
2012-10-06,晴转多云,26,17,小于3级,东北风
2012-10-07,多云,26,18,小于3级,东风
2012-10-08,多云,25,18,小于3级,北风
2012-10-09,晴转多云,26,17,小于3级,西北风
2012-10-10,晴转多云,24,15,小于3级,西北风
2012-10-11,晴转多云,24,14,小于3级,东风
2012-10-12,多云,24,16,小于3级,东风
2012-10-13,阴转多云,24,19,小于3级,东风
2012-10-14,阴转多云,25,18,小于3级,东北风
2012-10-15,多云转阴,27,18,小于3级,东风
2012-10-16,小雨转阴,22,15,小于3级,北风
2012-10-17,晴转多云,21,11,3-4级~4-5级,西北风
2012-10-18,晴,23,11,3-4级~小于3级,东南风
2012-10-19,多云,26,15,小于3级,北风
2012-10-20,多云转阴,29,18,小于3级,北风
2012-10-21,小雨,25,17,小于3级,东南风
2012-10-22,多云转晴,22,12,小于3级,西北风
2012-10-23,晴转阴,24,12,4-5级~小于3级,西南风
2012-10-24,阴转多云,26,15,小于3级,东北风
2012-10-25,多云,28,17,小于3级,东北风
2012-10-26,多云转阴,25,19,小于3级,北风
2012-10-27,多云,23,17,小于3级,西北风
2012-10-28,多云转小雨,22,17,小于3级,东风
2012-10-29,中雨转小雨,18,14,小于3级,西北风
2012-10-30,阴转多云,16,10,4-5级~小于3级,东北风
2012-10-31,多云转晴,18,9,小于3级,西北风
2012-11-01,多云,20,10,小于3级,西北风
2012-11-02,多云转阵雨,23,12,小于3级,东北风
2012-11-03,中雨转多云,18,11,小于3级,西北风
2012-11-04,晴,18,8,4-5级~3-4级,西北风
2012-11-05,晴,18,7,3-4级,北风
2012-11-06,晴,18,7,小于3级,东北风
2012-11-07,小雨,16,10,小于3级,北风
2012-11-08,中雨转大雨,16,10,小于3级,西北风
2012-11-09,中雨,16,13,小于3级,东风
2012-11-10,阴转多云,15,9,小于3级,西北风
2012-11-11,晴转多云,16,5,4-5级,西南风
2012-11-12,晴转多云,19,6,3-4级~小于3级,西南风
2012-11-13,晴转多云,16,7,小于3级,北风
2012-11-14,多云转阴,16,7,小于3级,东南风
2012-11-15,小雨转大雨,14,11,小于3级,东风
2012-11-16,小雨转多云,15,9,小于3级,北风
2012-11-17,晴,16,5,3-4级~小于3级,西南风
2012-11-18,晴,17,5,小于3级,西南风
2012-11-19,晴转阴,17,8,小于3级,东北风
2012-11-20,小雨转中雨,14,11,小于3级,北风
2012-11-21,小雨转中雨,16,12,小于3级,北风
2012-11-22,阴转小雨,12,6,小于3级,北风
2012-11-23,阴转多云,11,5,小于3级,南风
2012-11-24,小雨转中雨,13,8,小于3级,东南风
2012-11-25,小雨转多云,10,5,小于3级,北风
2012-11-26,多云,12,3,4-5级,北风
2012-11-27,阴转小雨,13,7,小于3级,南风
2012-11-28,小雨转阴,13,8,小于3级,西风
2012-11-29,小雨转阴,13,9,3-4级~小于3级,西风
2012-11-30,小雨转中雨,11,9,小于3级,东北风
2012-12-01,中雨转小雨,12,8,小于3级,北风
2012-12-02,阴转多云,12,5,小于3级,东北风
2012-12-03,晴转多云,11,3,小于3级,北风
2012-12-04,阴转多云,12,5,小于3级,东风
2012-12-05,晴转多云,12,2,小于3级~4-5级,南风
2012-12-06,晴转多云,16,3,4-5级~3-4级,西北风
2012-12-07,晴转多云,13,4,小于3级,北风
2012-12-08,晴转多云,7,0,东北风小于3级,东北风
2012-12-09,晴转多云,7,0,东北风小于3级,东北风
2012-12-10,多云,10,4,小于3级,北风
2012-12-11,多云,10,4,小于3级,北风
2012-12-12,多云转阴,15,5,小于3级,东风
2012-12-13,小雨,18,10,小于3级,东南风
2012-12-14,中雨,14,12,小于3级,东北风
2012-12-15,小雨,10,7,小于3级,南风
2012-12-16,小雨转阴,9,6,小于3级,西北风
2012-12-17,雨夹雪转阴,6,2,小于3级,北风
2012-12-18,多云,7,-1,小于3级,北风
2012-12-19,多云转小雨,9,2,小于3级,南风
2012-12-20,中雨转小雨,9,5,小于3级,南风
2012-12-21,小雨,7,4,小于3级,南风
2012-12-22,阴转多云,5,0,3-4级,西北风
2012-12-23,晴,6,-3,3-4级,西北风
2012-12-24,晴转多云,9,-1,3-4级~小于3级,南风
2012-12-25,小雨,6,3,小于3级,东风
2012-12-26,小雨转大雨,9,4,小于3级,北风
2012-12-27,中雨转阴,9,5,小于3级,北风
2012-12-28,小雨转雨夹雪,7,0,小于3级,东北风
2012-12-29,中雪转阴,1,-3,小于3级~4-5级,西北风
2012-12-30,晴,5,-4,4-5级,西南风
2012-12-31,晴,9,-1,小于3级,西南风
2013-01-01,多云转阴,7,0,小于3级,东风
2013-01-02,阴,3,0,小于3级,东北风
2013-01-03,小雪转中雪,0,-2,4-5级~3-4级,南风
2013-01-04,大雪转小雪,2,-2,小于3级,西北风
2013-01-05,雨夹雪转阴,2,-1,小于3级,西北风
2013-01-06,雨夹雪转小雨,4,-1,小于3级,西南风
2013-01-07,阴,4,0,小于3级,西风
2013-01-08,阴,4,1,小于3级,西南风
2013-01-09,多云,8,0,3-4级,西北风
2013-01-10,多云,8,1,小于3级,南风
2013-01-11,多云转阴,8,0,小于3级,西南风
2013-01-12,大雨转中雨,6,4,小于3级,西南风
2013-01-13,阴转多云,9,3,小于3级~3-4级,西北风
2013-01-14,多云,11,2,小于3级~3-4级,东北风
2013-01-15,阴转多云,9,2,小于3级,南风
2013-01-16,多云,5,2,小于3级~3-4级,北风
2013-01-17,晴,5,-3,3-4级,北风
2013-01-18,晴转多云,10,-1,小于3级,北风
2013-01-19,多云,13,4,小于3级,南风
2013-01-20,阴转小雨,12,8,小于3级,北风
2013-01-21,小雨,7,4,小于3级,北风
2013-01-22,阴转多云,10,2,3-4级,南风
2013-01-23,多云,13,4,小于3级,东南风
2013-01-24,多云转晴,10,1,小于3级~3-4级,北风
2013-01-25,晴,13,3,小于3级,北风
2013-01-26,多云转晴,13,1,小于3级,东北风
2013-01-27,晴转多云,13,1,小于3级,南风
2013-01-28,阴,15,6,小于3级,北风
2013-01-29,多云转晴,18,7,小于3级,北风
2013-01-30,多云转阴,19,7,小于3级,南风
2013-01-31,中雨转小雨,17,13,小于3级,西南风
2013-02-01,小雨转阴,12,7,小于3级,北风
2013-02-02,阴转小雨,15,5,3-4级,东风
2013-02-03,小雨,11,8,3-4级~小于3级,南风
2013-02-04,中雨,9,6,小于3级,东风
2013-02-05,阴,9,5,3-4级,北风
2013-02-06,小雨转中雪,5,1,小于3级,南风
2013-02-07,大雪,1,-2,小于3级,东北风
2013-02-08,中雪转雨夹雪,1,-2,3-4级~小于3级,南风
2013-02-09,多云,6,-1,小于3级,西风
2013-02-10,阴转小雨,7,3,小于3级,东风
2013-02-11,中雨转阴,6,3,小于3级,东风
2013-02-12,阴转多云,9,2,小于3级,北风
2013-02-13,小雨,8,5,小于3级,北风
2013-02-14,小雨转多云,7,4,小于3级,北风
2013-02-15,多云,12,2,小于3级,西北风
2013-02-16,阵雨,13,6,小于3级,北风
2013-02-17,阵雨转中雨,11,6,小于3级,东北风
2013-02-18,雨夹雪转中雪,5,1,小于3级~5-6级,东北风
2013-02-19,阴转小雨,6,-1,4-5级~3-4级,西北风
2013-02-20,多云转小雨,10,2,小于3级,北风
2013-02-21,小雨转阴,10,5,小于3级,东风
2013-02-22,多云转晴,14,3,小于3级,西南风
2013-02-23,晴转多云,15,4,小于3级,东风
2013-02-24,多云转小雨,18,10,小于3级,南风
2013-02-25,中雨,16,12,小于3级,东北风
2013-02-26,阴,14,9,小于3级,东北风
2013-02-27,阴转多云,21,8,小于3级,东风
2013-02-28,中雨转大雨,15,3,小于3级,西南风
2013-03-01,小雨转阴,7,1,5-6级,东风
2013-03-02,多云转晴,12,0,3-4级~小于3级,北风
2013-03-03,晴,17,4,小于3级,西南风
2013-03-04,晴转多云,20,6,小于3级,东北风
2013-03-05,晴转多云,23,10,小于3级,西南风
2013-03-06,多云转晴,23,11,小于3级,西南风
2013-03-07,晴,28,12,小于3级,西南风
2013-03-08,晴转多云,30,16,小于3级,西南风
2013-03-09,阵雨,10,6,3-4级~小于3级,西南风
2013-03-10,阴转多云,15,6,5-6级~4-5级,东风
2013-03-11,多云,24,7,小于3级,东北风
2013-03-12,大雨,20,7,小于3级,北风
2013-03-13,阴转多云,11,2,5-6级,北风
2013-03-14,晴转多云,17,4,小于3级,东风
2013-03-15,多云转阵雨,21,8,小于3级,东风
2013-03-16,中雨,21,12,3-4级,东北风
2013-03-17,暴雨转多云,22,12,小于3级,北风
2013-03-18,多云转中雨,22,13,小于3级,西南风
2013-03-19,中雨转阴,16,10,小于3级,西南风
2013-03-20,阴转多云,15,3,小于3级,东北风
2013-03-21,中雨转阵雨,21,10,小于3级,南风
2013-03-22,雷阵雨转大雨,17,9,小于3级,东北风
2013-03-23,中雨转小雨,13,8,小于3级~3-4级,北风
2013-03-24,阴转多云,12,5,小于3级,东北风
2013-03-25,中雨转阵雨,10,7,3-4级,东风
2013-03-26,阴转多云,17,5,小于3级,西北风
2013-03-27,多云转阴,19,8,小于3级,北风
2013-03-28,阵雨转阴,15,11,小于3级,东风
2013-03-29,多云转阴,18,9,小于3级,东风
2013-03-30,阴转多云,18,10,小于3级,东北风
2013-03-31,多云转阵雨,17,9,小于3级,东风
2013-04-01,阴转多云,17,12,小于3级,西南风
2013-04-02,多云,19,8,小于3级,北风
2013-04-03,阴转多云,22,11,小于3级,东风
2013-04-04,阴转阵雨,20,15,小于3级,东风
2013-04-05,中雨转小雨,16,9,小于3级,北风
2013-04-06,多云转晴,17,5,5-6级,西北风
2013-04-07,晴转多云,22,8,3-4级,东南风
2013-04-08,多云,19,10,小于3级,西北风
2013-04-09,多云转晴,20,10,3-4级,东北风
2013-04-10,晴,22,10,小于3级,北风
2013-04-11,晴,24,11,小于3级,南风
2013-04-12,晴转多云,28,14,小于3级,南风
2013-04-13,多云,28,15,小于3级,西南风
2013-04-14,晴,31,14,小于3级,东风
2013-04-15,多云转阵雨,29,18,3-4级,西南风
2013-04-16,阵雨转多云,26,17,小于3级,西南风
2013-04-17,多云转阴,24,17,小于3级,南风
2013-04-18,阴,15,10,小于3级~4-5级,东北风
2013-04-19,中雨,12,8,4-5级~3-4级,东风
2013-04-20,多云转晴,16,6,小于3级,北风
2013-04-21,晴转阵雨,21,9,3-4级~小于3级,东风
2013-04-22,阵雨转中雨,20,13,小于3级,南风
2013-04-23,中雨转阴,21,13,小于3级,西南风
2013-04-24,多云转晴,26,13,小于3级,南风
2013-04-25,晴,28,12,小于3级,西北风
2013-04-26,晴,29,14,3-4级,北风
2013-04-27,晴转多云,29,15,3-4级,西南风
2013-04-28,多云转雷阵雨,29,18,小于3级,南风
2013-04-29,暴雨,22,13,小于3级,东北风
2013-04-30,阴转多云,23,11,4-5级~小于3级,北风
2013-05-01,晴转多云,25,13,3-4级~小于3级,北风
2013-05-02,晴转多云,26,14,小于3级,东风
2013-05-03,多云,27,15,小于3级,东北风
2013-05-04,多云转阴,25,15,小于3级,东风
2013-05-05,阵雨,23,18,小于3级,北风
2013-05-06,阵雨,22,18,小于3级,东风
2013-05-07,阵雨,22,19,小于3级,东南风
2013-05-08,阵雨转中雨,24,18,小于3级,南风
2013-05-09,中雨转多云,27,19,小于3级,西北风
2013-05-10,阴转多云,29,19,小于3级,西北风
2013-05-11,晴,31,18,小于3级,南风
2013-05-12,晴,33,19,小于3级,东风
2013-05-13,晴转多云,33,19,小于3级,东南风
2013-05-14,多云转阵雨,28,22,小于3级,东风
2013-05-15,暴雨转中雨,22,19,小于3级,北风
2013-05-16,阵雨,23,19,3-4级,东北风
2013-05-17,小雨转中雨,23,19,小于3级,东风
2013-05-18,阵雨转多云,27,20,小于3级,西北风
2013-05-19,多云,31,21,小于3级,西南风
2013-05-20,多云,32,20,小于3级,北风
2013-05-21,晴转多云,32,20,小于3级,东风
2013-05-22,多云转阴,28,22,小于3级,东北风
2013-05-23,阴转多云,31,21,小于3级,东北风
2013-05-24,多云转晴,34,23,小于3级,东北风
2013-05-25,多云转阵雨,28,23,小于3级,南风
2013-05-26,中雨转小雨,28,23,小于3级~3-4级,南风
2013-05-27,多云转晴,33,21,4-5级~3-4级,西北风
2013-05-28,晴转阵雨,34,22,小于3级,东风
2013-05-29,中雨转大雨,27,21,3-4级,北风
2013-05-30,小雨转阵雨,26,17,4-5级~小于3级,西北风
2013-05-31,阴转阵雨,26,21,4-5级~小于3级,西南风
2013-06-01,中雨转小雨,25,20,小于3级,东北风
2013-06-02,阴转多云,29,17,小于3级,西南风
2013-06-03,晴转多云,30,18,小于3级,东风
2013-06-04,多云,29,20,小于3级,北风
2013-06-05,多云,32,21,小于3级,东风
2013-06-06,中雨转暴雨,25,22,小于3级,西风
2013-06-07,中雨转阴,24,22,小于3级,西北风
2013-06-08,阴转多云,26,20,小于3级~4-5级,西北风
2013-06-09,阴,25,19,4-5级,北风
2013-06-10,小雨,25,20,小于3级,西北风
2013-06-11,小雨转多云,26,19,3-4级~小于3级,西北风
2013-06-12,阴转多云,26,19,小于3级,北风
2013-06-13,阴转小雨,25,19,小于3级,东风
2013-06-14,阵雨,29,20,小于3级~3-4级,西风
2013-06-15,多云转雷阵雨,34,24,小于3级,东风
2013-06-16,多云转晴,35,25,小于3级,西南风
2013-06-17,多云转雷阵雨,36,26,小于3级,北风
2013-06-18,多云转雷阵雨,36,27,小于3级,西南风
2013-06-19,多云转雷阵雨,33,26,小于3级,西南风
2013-06-20,阴转多云,31,23,小于3级,东北风
2013-06-21,多云转阵雨,31,25,3-4级~小于3级,东风
2013-06-22,多云转雷阵雨,31,25,小于3级,东北风
2013-06-23,阵雨转中雨,31,26,小于3级,北风
2013-06-24,阵雨转大雨,31,25,3-4级,北风
2013-06-25,中雨,30,25,小于3级,西南风
2013-06-26,大雨转暴雨,25,23,3-4级,西风
2013-06-27,大雨,25,22,小于3级,西北风
2013-06-28,大雨,27,22,小于3级,东北风
2013-06-29,阵雨转雷阵雨,31,23,小于3级,北风
2013-06-30,多云,35,25,小于3级,西南风
2013-07-01,多云转晴,37,26,小于3级,西南风
2013-07-02,晴,37,27,小于3级,西南风
2013-07-03,晴转多云,37,28,4-5级~3-4级,西南风
2013-07-04,多云转雷阵雨,35,27,小于3级,西风
2013-07-05,雷阵雨转阵雨,34,25,小于3级,东北风
2013-07-06,多云,35,27,3-4级,西南风
2013-07-07,多云,36,27,小于3级,西南风
2013-07-08,多云转晴,37,28,小于3级,南风
2013-07-09,晴转多云,38,28,小于3级,西南风
2013-07-10,晴,38,28,小于3级,东风
2013-07-11,晴转多云,36,28,小于3级,东南风
