date,weather,max,min,power,direction
2016-01-18,多云,7,-1,小于3级,西北风
2016-01-19,多云,6,-2,小于3级,西北风
2016-01-20,雨夹雪,6,0,小于3级,东北风
2016-01-21,中雪~大雪,1,1,小于3级,西北风
2016-01-22,大雪~中雪,1,-3,小于3级,西北风
2016-01-23,小雪~多云,0,-8,小于3级,西北风
2016-01-24,晴,-3,-9,小于3级,西南风
2016-01-25,晴,2,-8,小于3级,西南风
2016-01-26,晴~阴,7,-2,小于3级,南风
2016-01-27,小雨,7,3,小于3级,西南风
2016-01-28,小雨~中雨,8,4,小于3级,西北风
2016-01-29,小雨,6,3,小于3级,西北风
2016-01-30,小雨~阴,6,1,小于3级,西北风
2016-01-31,小雨~小雪,5,0,小于3级,西北风
2016-02-01,阴,2,-2,小于3级,西北风
2016-02-02,多云,3,-1,小于3级,西南风
2016-02-03,晴~多云,7,-1,小于3级,南风
2016-02-04,雨夹雪~阴,7,1,小于3级,西北风
2016-02-05,多云~晴,9,0,小于3级,西北风
2016-02-06,晴,7,-2,小于3级,西北风
2016-02-07,晴,10,1,小于3级,西南风
2016-02-08,晴,15,3,小于3级,西南风
2016-02-09,晴,19,6,小于3级,西北风
2016-02-10,多云~阵雨,22,11,小于3级,西南风
2016-02-11,小雨~多云,22,12,小于3级,东南风
2016-02-12,多云~阵雨,24,12,小于3级,西南风
2016-02-13,小雨,18,3,小于3级,西北风
2016-02-14,小雨~阴,5,0,小于3级,西北风
2016-02-15,晴,7,-1,小于3级,西北风
2016-02-16,晴,12,1,小于3级,西北风
2016-02-17,晴~多云,13,4,小于3级,东南风
2016-02-18,晴~多云,18,6,小于3级,西北风
2016-02-19,阴,13,5,小于3级,东北风
2016-02-20,多云,13,2,小于3级,西南风
2016-02-21,多云~阵雨,13,4,小于3级,东南风
2016-02-22,中雨~小雨,8,5,小于3级,西北风
2016-02-23,阴,10,4,小于3级,西北风
2016-02-24,多云,9,1,小于3级,东南风
2016-02-25,多云,13,4,小于3级,南风
2016-02-26,多云,17,6,小于3级,西南风
2016-02-27,晴,20,7,小于3级,东南风
2016-02-28,多云~阵雨,22,4,小于3级,西北风
2016-02-29,晴,14,1,小于3级,东北风
2016-03-01,晴,15,4,小于3级,东北风
2016-03-02,晴~多云,20,8,小于3级,西北风
2016-03-03,多云~阴,24,13,小于3级,西北风
2016-03-04,阴~多云,25,13,小于3级,西南风
2016-03-05,多云~小雨,24,12,小于3级,西北风
2016-03-06,多云,19,11,小于3级,东北风
2016-03-07,多云~阵雨,24,12,小于3级,东北风
2016-03-08,中雨,14,5,小于3级,西北风
2016-03-09,小雨,7,2,小于3级,东北风
2016-03-10,阴~多云,7,0,小于3级,西北风
2016-03-11,晴,10,2,小于3级,东南风
2016-03-12,多云~阵雨,15,5,小于3级,西北风
2016-03-13,小雨~多云,12,5,小于3级,西北风
2016-03-14,晴~多云,14,4,小于3级,东南风
2016-03-15,多云~阴,15,8,小于3级,西北风
2016-03-16,阴~多云,18,11,小于3级,东北风
2016-03-17,阵雨,20,13,小于3级,西南风
2016-03-18,小雨,20,13,小于3级,西北风
2016-03-19,阴~多云,19,8,小于3级,东北风
2016-03-20,多云,18,9,小于3级,东北风
2016-03-21,阵雨,16,11,小于3级,东南风
2016-03-22,阵雨,16,11,小于3级,东南风
2016-03-23,阵雨~多云,12,7,小于3级,东北风
2016-03-24,多云,13,4,小于3级,东北风
2016-03-25,多云,14,3,小于3级,西北风
2016-03-26,多云~阵雨,15,6,小于3级,西北风
2016-03-27,多云~晴,17,7,小于3级,西南风
2016-03-28,晴~多云,20,10,小于3级,东南风
2016-03-29,多云~阵雨,23,13,小于3级,西南风
2016-03-30,阵雨,17,12,小于3级,东南风
2016-03-31,阴~多云,19,11,小于3级,西南风
2016-04-01,多云,27,14,小于3级,西北风
2016-04-02,雷阵雨~中雨,24,16,小于3级,西南风
2016-04-03,中到大雨~小雨,18,12,小于3级,西北风
2016-04-04,阴~多云,17,12,小于3级,东北风
2016-04-05,多云~阵雨,19,14,小于3级,东北风
2016-04-06,雷阵雨~中雨,24,16,小于3级,西北风
2016-04-07,中雨~小雨,18,14,小于3级,西南风
2016-04-08,阴~多云,20,14,小于3级,东北风
2016-04-09,阵雨,21,14,小于3级,东南风
2016-04-10,多云,23,12,小于3级,东南风
2016-04-11,阴~阵雨,20,13,小于3级,西南风
2016-04-12,阴~小雨,24,16,小于3级,西北风
2016-04-13,阵雨~多云,25,15,小于3级,东北风
2016-04-14,多云~阴,26,16,小于3级,西北风
2016-04-15,阵雨,23,17,小于3级,东南风
2016-04-16,中到大雨~阴,23,14,小于3级,西南风
2016-04-17,多云~阵雨,23,12,小于3级,西北风
2016-04-18,多云,23,12,小于3级,东南风
2016-04-19,多云~阵雨,25,14,小于3级,东南风
2016-04-20,中雨~中到大雨,22,19,小于3级,东南风
2016-04-21,阵雨~多云,23,18,小于3级,西南风
2016-04-22,阵雨~中到大雨,26,15,小于3级,西北风
2016-04-23,中到大雨~小雨,17,14,小于3级,东北风
2016-04-24,小雨~阴,18,13,小于3级,东北风
2016-04-25,阵雨,18,14,小于3级,南风
2016-04-26,中雨,19,15,小于3级,西北风
2016-04-27,小雨~阴,20,14,小于3级,西北风
2016-04-28,多云~晴,22,13,小于3级,西北风
2016-04-29,晴,25,14,小于3级,西南风
2016-04-30,多云,29,17,小于3级,西南风
2016-05-01,多云~小雨,29,20,小于3级,西南风
2016-05-02,中雨,25,19,小于3级,西南风
2016-05-03,多云~晴,27,16,小于3级,西南风
2016-05-04,多云~阵雨,31,20,小于3级,东北风
2016-05-05,中雨,28,22,小于3级,西南风
2016-05-06,阴~阵雨,30,18,小于3级,东北风
2016-05-07,中雨,23,16,小于3级,东北风
2016-05-08,中雨,19,15,小于3级,西北风
2016-05-09,阵雨~中到大雨,21,17,小于3级,东北风
2016-05-10,阴~多云,21,13,小于3级,南风
2016-05-11,多云~晴,25,15,小于3级,东北风
2016-05-12,晴,31,15,小于3级,西北风
2016-05-13,阴~多云,25,18,小于3级,东南风
2016-05-14,多云~阴,28,18,小于3级,西南风
2016-05-15,中到大雨~阵雨,27,15,小于3级,西北风
2016-05-16,多云,23,12,小于3级,南风
2016-05-17,晴,25,13,小于3级,东北风
2016-05-18,多云,26,14,小于3级,东南风
2016-05-19,多云~阵雨,26,18,小于3级,东南风
2016-05-20,阵雨~大雨,22,19,小于3级,东北风
2016-05-21,小雨~阵雨,21,19,小于3级,西北风
2016-05-22,阴,24,17,小于3级,东北风
2016-05-23,小雨~阵雨,26,20,小于3级,西北风
2016-05-24,小雨~多云,24,19,小于3级,东南风
2016-05-25,阴~阵雨,29,22,小于3级,西南风
2016-05-26,中雨,25,22,小于3级,西南风
2016-05-27,阵雨,25,21,小于3级,东北风
2016-05-28,中雨~大雨,26,22,小于3级,东南风
2016-05-29,小雨~阴,24,19,小于3级,西南风
2016-05-30,多云~阴,27,20,小于3级,东南风
2016-05-31,阵雨~中雨,30,22,小于3级,西南风
2016-06-01,大雨~阴,27,19,小于3级,东北风
2016-06-02,阵雨~中雨,24,19,小于3级,东南风
2016-06-03,中到大雨~阵雨,22,19,小于3级,西南风
2016-06-04,阴~多云,26,18,小于3级,西北风
2016-06-05,多云,28,19,,西北风
2016-06-06,雷阵雨~多云,30,21,小于3级,西北风
2016-06-07,雷阵雨~多云,29,22,小于3级,东北风
2016-06-08,阵雨~阴,28,21,小于3级,西北风
2016-06-09,阴~多云,29,21,小于3级,东北风
2016-06-10,多云,31,23,小于3级,东北风
2016-06-11,阵雨,29,23,小于3级,西南风
2016-06-12,中到大雨~阵雨,25,21,小于3级,东北风
2016-06-13,阴~多云,29,21,小于3级,西南风
2016-06-14,晴~阵雨,34,25,小于3级,西南风
2016-06-15,大雨,32,21,小于3级,西南风
2016-06-16,小雨~多云,27,20,小于3级,西南风
2016-06-17,多云,31,21,小于3级,西南风
2016-06-18,雷阵雨~阵雨,31,25,小于3级,西南风
2016-06-19,雷阵雨~阵雨,31,24,小于3级,西南风
2016-06-20,雷阵雨~多云,32,25,小于3级,西北风
2016-06-21,多云~晴,35,27,小于3级,西南风
2016-06-22,雷阵雨~多云,35,27,小于3级,西南风
2016-06-23,多云,37,28,小于3级,西南风
2016-06-24,雷阵雨~阵雨,35,22,小于3级,东北风
2016-06-25,中到大雨~中雨,23,20,小于3级,东北风
2016-06-26,中雨~阵雨,23,20,小于3级,西北风
2016-06-27,阵雨,28,23,小于3级,东南风
2016-06-28,阵雨~中雨,27,23,小于3级,西南风
2016-06-29,阵雨~阴,28,24,小于3级,西南风
2016-06-30,雷阵雨~多云,34,26,小于3级,西南风
2016-07-01,多云,34,26,小于3级,东南风
2016-07-02,多云,34,26,小于3级,东北风
2016-07-03,雷阵雨~阵雨,31,25,小于3级,南风
2016-07-04,多云,34,26,小于3级,
2016-07-05,多云,35,26,小于3级,
2016-07-06,雷阵雨~多云,35,26,小于3级,
2016-07-07,晴~多云,34,25,小于3级,
2016-07-08,阵雨~多云,31,25,小于3级,
2016-07-09,阵雨,30,26,小于3级,
2016-07-10,中雨~中到大雨,29,26,小于3级,
2016-07-11,中雨~阵雨,30,25,小于3级,
2016-07-12,阵雨~阴,32,26,小于3级,东南风
2016-07-13,雷阵雨~多云,35,26,小于3级,西南风
2016-07-14,雷阵雨转多云,35,27,小于3级,西北风
2016-07-15,雷阵雨,36,26,小于3级,西南风
2016-07-16,中到大雨转阵雨,29,24,小于3级,南风
2016-07-17,多云转阵雨,31,25,小于3级,西南风
2016-07-18,雷阵雨转阴,32,26,小于3级,东南风
2016-07-19,雷阵雨,34,26,小于3级,南风
2016-07-20,晴,37,27,小于3级,西南风
2016-07-21,晴,38,27,小于3级,西风
2016-07-22,晴,38,29,小于3级,西南风
2016-07-23,晴,38,28,小于3级,东风
2016-07-24,晴,39,29,小于3级,东风
2016-07-25,晴,39,28,小于3级,东风
2016-07-26,晴,39,28,小于3级,西南风
2016-07-27,晴,39,28,小于3级,北风
2016-07-28,晴,39,29,小于3级,东南风
2016-07-29,晴,39,29,小于3级,东风
2016-07-30,多云,39,29,小于3级,东北风
2016-07-31,多云,37,28,小于3级,东风
2016-08-01,晴,37,27,2级,南风
2016-08-02,雷阵雨,35,27,3级,南风
2016-08-03,阵雨,32,26,2级,南风
2016-08-04,雷阵雨,33,27,1级,西北风
2016-08-05,雷阵雨,33,26,2级,西北风
2016-08-06,雷阵雨,34,26,2级,东北风
2016-08-07,多云,35,27,2级,东风
2016-08-08,雷阵雨,34,26,2级,东北风
2016-08-09,中雨,30,26,1级,东北风
2016-08-10,雷阵雨,35,27,2级,西北风
2016-08-11,多云,36,27,3级,东风
2016-08-12,多云,36,27,4级,东风
2016-08-13,多云,35,27,2级,东风
2016-08-14,多云,35,28,2级,东风
2016-08-15,晴,36,27,2级,东风
2016-08-16,多云,36,26,2级,东风
2016-08-17,晴,37,28,2级,东风
2016-08-18,晴,37,28,2级,东北风
2016-08-19,晴,38,28,1级,西北风
2016-08-20,雷阵雨,37,27,2级,北风
2016-08-21,中雨,35,27,1级,西北风
2016-08-22,多云,36,27,2级,东风
2016-08-23,阵雨,35,27,2级,东风
2016-08-24,多云,35,27,2级,东风
2016-08-25,晴,35,26,2级,东风
2016-08-26,阵雨,34,25,4级,北风
2016-08-27,阴,31,23,2级,北风
2016-08-28,多云,31,21,2级,西北风
2016-08-29,晴,32,21,2级,北风
2016-08-30,晴,32,21,1级,北风
2016-08-31,晴,33,21,1级,北风
2016-09-01,阵雨,33,23,3级,南风
2016-09-02,晴,34,22,1级,东北风
2016-09-03,晴,35,23,1级,东风
2016-09-04,多云,32,24,3级,东风
2016-09-05,阵雨,30,24,1级,东北风
2016-09-06,阵雨,28,23,2级,西北风
2016-09-07,小雨,27,21,1级,东北风
2016-09-08,多云,30,22,1级,东南风
2016-09-09,多云,29,22,1级,东风
2016-09-10,阵雨,28,22,1级,东风
2016-09-11,阵雨,25,21,2级,西北风
2016-09-12,多云,27,21,1级,东北风
2016-09-13,阵雨,28,21,2级,南风
2016-09-14,阵雨,25,21,2级,北风
2016-09-15,大雨,25,22,4级,东风
2016-09-16,中雨,27,23,1级,西北风
2016-09-17,阴,27,22,2级,北风
2016-09-18,阵雨,26,22,3级,北风
2016-09-19,阴,27,20,2级,北风
2016-09-20,多云,26,19,2级,西北风
2016-09-21,多云,26,19,2级,西北风
2016-09-22,多云,27,20,1级,东北风
2016-09-23,多云,29,20,2级,东风
2016-09-24,多云,30,21,1级,东北风
2016-09-25,晴,30,21,3级,东风
2016-09-26,多云,31,24,1级,东北风
2016-09-27,阵雨,28,23,3级,东北风
2016-09-28,中到大雨,28,22,2级,东北风
2016-09-29,阵雨,25,22,3级,北风
2016-09-30,阵雨,29,22,2级,西北风
2016-10-01,阵雨,30,23,2级,西北风
2016-10-02,多云,30,22,2级,北风
2016-10-03,阵雨,27,21,3级,东北风
2016-10-04,多云,27,20,1级,西北风
2016-10-05,多云,27,21,1级,东北风
2016-10-06,阵雨,27,22,3级,东风
2016-10-07,阵雨,23,20,2级,西北风
2016-10-08,小雨,22,17,3级,东北风
2016-10-09,多云,22,16,3级,东北风
2016-10-10,阴,21,15,2级,东风
2016-10-11,阴,23,17,2级,东风
2016-10-12,多云,25,18,2级,西北风
2016-10-13,多云,23,18,2级,东北风
2016-10-14,小雨,22,19,2级,西北风
2016-10-15,小雨,23,20,1级,南风
2016-10-16,小雨,26,20,2级,北风
2016-10-17,小雨,24,20,2级,西北风
2016-10-18,小雨,24,20,1级,东风
2016-10-19,小雨,24,20,1级,东南风
2016-10-20,阵雨,25,21,2级,东风
2016-10-21,小雨,25,21,2级,西北风
2016-10-22,暴雨,23,20,4级,北风
2016-10-23,阵雨,23,17,2级,北风
2016-10-24,阴,24,19,1级,西南风
2016-10-25,阴,23,19,1级,西北风
2016-10-26,阵雨,24,19,2级,北风
2016-10-27,阵雨,24,18,1级,西南风
2016-10-28,阵雨,19,15,2级,西北风
2016-10-29,小雨,15,12,2级,北风
2016-10-30,多云,18,14,1级,北风
2016-10-31,小雨,17,12,2级,北风
2016-11-01,阴,16,8,3级,东风
2016-11-02,多云,17,10,1级,东风
2016-11-03,晴,17,10,2级,南风
2016-11-04,晴,21,11,2级,西南风
2016-11-05,晴,24,14,1级,西北风
2016-11-06,多云,25,15,1级,东北风
2016-11-07,小雨,23,12,2级,西北风
2016-11-08,小雨,13,9,3级,东北风
2016-11-09,小雨,13,10,2级,东北风
2016-11-10,多云,14,7,2级,西风
2016-11-11,晴,18,9,微风,北风
2016-11-12,小雨,18,11,2级,西南风
2016-11-13,小雨,20,15,1级,南风
2016-11-14,小雨,20,14,2级,西南风
2016-11-15,小雨,17,12,2级,东风
2016-11-16,小雨,18,14,1级,西北风
2016-11-17,小雨,18,15,1级,西北风
2016-11-18,阴,24,16,2级,西北风
2016-11-19,阵雨,17,0,小于3级,东北风
2016-11-20,阵雨,20,16,2级,东风
2016-11-21,阵雨,19,16,2级,北风
2016-11-22,小雨,14,8,3级,东北风
2016-11-23,小雨,5,2,2级,北风
2016-11-24,多云,8,3,1级,东北风
2016-11-25,阵雨,9,7,2级,西北风
2016-11-26,小雨,9,4,1级,西北风
2016-11-27,晴,12,4,2级,西北风
2016-11-28,晴,13,6,2级,东北风
2016-11-29,多云,13,8,1级,东南风
2016-11-30,阴,15,7,1级,西北风
2016-12-01,晴,16,6,1级,北风
2016-12-02,晴,14,7,1级,南风
2016-12-03,多云,16,9,2级,西北风
2016-12-04,多云,17,8,1级,南风
2016-12-05,多云,19,7,5级,北风
2016-12-06,多云,12,4,1级,南风
2016-12-07,晴,15,4,1级,东风
2016-12-08,晴,16,6,2级,南风
2016-12-09,晴,15,7,2级,东风
2016-12-10,多云,13,8,2级,东风
2016-12-11,多云,15,8,2级,南风
2016-12-12,阴,18,10,2级,北风
2016-12-13,小雨,14,5,4级,北风
2016-12-14,多云,10,1,3级,北风
2016-12-15,多云,8,0,2级,西北风
2016-12-16,晴,11,0,1级,南风
2016-12-17,晴,13,5,1级,东南风
2016-12-18,多云,17,7,1级,北风
2016-12-19,阴,17,11,1级,西北风
2016-12-20,小雨,15,12,1级,北风
2016-12-21,小雨,17,9,3级,北风
2016-12-22,多云,12,4,1级,西南风
2016-12-23,多云,12,3,2级,东北风
2016-12-24,多云,6,0,小于3级,东风
2016-12-25,阴,15,11,3级,东风
2016-12-26,小雨,12,5,3级,北风
2016-12-27,多云,7,0,3级,东北风
2016-12-28,晴,8,2,1级,北风
2016-12-29,晴,8,2,1级,东北风
2016-12-30,多云,11,3,2级,东风
2016-12-31,晴,14,5,1级,北风
2017-01-01,晴,17,7,2级,西北风
2017-01-02,多云,16,8,2级,东北风
2017-01-03,多云,15,8,1级,东北风
2017-01-04,小雨,15,11,2级,西北风
2017-01-05,小到中雨,13,11,2级,北风
2017-01-06,小雨,12,10,1级,东北风
2017-01-07,中雨,11,9,2级,北风
2017-01-08,多云,12,5,2级,北风
2017-01-09,多云,11,4,2级,东北风
2017-01-10,多云,9,4,1级,北风
2017-01-11,小雨,8,5,1级,北风
2017-01-12,小雨,7,4,1级,西南风
2017-01-13,多云,10,1,1级,北风
2017-01-14,晴,10,2,3级,东北风
2017-01-15,多云,8,2,1级,东北风
2017-01-16,多云,9,2,2级,东风
2017-01-17,阴,11,7,2级,西北风
2017-01-18,小雨,8,6,2级,东北风
2017-01-19,小雨,8,0,3级,北风
2017-01-20,晴,6,-3,3级,东北风
2017-01-21,多云,7,-1,1级,北风
2017-01-22,晴,8,-2,2级,东北风
2017-01-23,晴,8,-1,2级,东南风
2017-01-24,多云,9,3,2级,东风
2017-01-25,阴,10,2,1级,南风
2017-01-26,晴,13,3,2级,南风
2017-01-27,多云,13,5,2级,东风
2017-01-28,多云,17,7,1级,南风
2017-01-29,多云,20,4,3级,北风
2017-01-30,多云,8,0,3级,东北风
2017-01-31,多云,8,3,2级,东风
2017-02-01,阴,7,2,3级,北风
2017-02-02,多云,8,4,2级,东南风
2017-02-03,阵雨,12,7,2级,西北风
2017-02-04,小雨,11,6,1级,东南风
2017-02-05,多云,13,4,1级,西南风
2017-02-06,晴,12,3,3级,东风
2017-02-07,多云,11,2,1级,东风
2017-02-08,雨夹雪,7,0,4级,北风
2017-02-09,多云,7,-1,4级,北风
2017-02-10,多云,8,-1,3级,北风
2017-02-11,晴,9,0,1级,东南风
2017-02-12,晴,11,0,1级,东风
2017-02-13,晴,15,3,微风,北风
2017-02-14,晴,17,5,2级,东南风
2017-02-15,晴,18,7,1级,南风
2017-02-16,小雨,19,9,2级,西南风
2017-02-17,小雨,15,6,2级,东风
2017-02-18,多云,13,5,1级,东南风
2017-02-19,多云,21,7,3级,西南风
2017-02-20,小雨,19,6,4级,东北风
2017-02-21,阴,11,7,2级,西北风
2017-02-22,小雨,8,3,3级,北风
2017-02-23,阴,7,2,3级,北风
2017-02-24,多云,9,2,1级,东北风
2017-02-25,多云,12,4,1级,东风
2017-02-26,晴,15,4,1级,南风
2017-02-27,晴,16,5,3级,东风
2017-02-28,多云,17,6,2级,东风
2017-03-01,多云,17,4,3级,北风
2017-03-02,晴,13,2,3级,东风
2017-03-03,多云,15,6,1级,东风
2017-03-06,多云,12,3,1级,北风
2017-03-07,晴,15,4,1级,北风
2017-03-08,晴,17,6,2级,东北风
2017-03-09,多云,19,9,2级,东风
2017-03-10,阴,18,10,2级,南风
2017-03-11,阴,16,11,1级,东南风
2017-03-12,小雨,15,7,3级,东北风
2017-03-13,中雨,9,5,3级,东北风
2017-03-14,晴,13,3,2级,北风
2017-03-15,多云,15,7,3级,东风
2017-03-16,阴,13,7,1级,东风
2017-03-17,多云,15,9,2级,东南风
2017-03-18,小雨,13,10,微风,北风
2017-03-19,小雨,14,10,1级,东风
2017-03-20,小雨,13,10,2级,西北风
2017-03-21,多云,14,9,2级,东北风
2017-03-22,中雨,10,8,2级,东风
2017-03-23,阴,13,9,3级,东北风
2017-03-24,中雨,11,8,3级,北风
2017-03-25,多云,16,7,5级,北风
2017-03-26,晴,19,6,6级,西北风
2017-03-27,晴,21,10,2级,南风
2017-03-28,多云,22,12,3级,西南风
2017-03-29,多云,20,12,4级,东北风
2017-03-30,中雨,13,9,4级,东北风
2017-03-31,阴,14,7,3级,东北风
2017-04-01,多云,17,6,2级,北风
2017-04-02,晴,22,10,2级,东南风
2017-04-03,多云,23,12,4级,东风
2017-04-04,多云,25,15,4级,南风
2017-04-05,阴,26,16,4级,北风
2017-04-06,中雨,27,18,4级,东风
2017-04-07,阵雨,21,16,2级,东南风
2017-04-08,多云,26,14,4级,东北风
2017-04-09,阵雨,14,10,3级,北风
2017-04-10,阵雨,13,11,4级,北风
2017-04-11,阴,15,11,2级,北风
2017-04-12,多云,19,8,2级,东南风
2017-04-13,晴,23,11,4级,东风
2017-04-14,晴,28,16,3级,南风
2017-04-15,多云,31,17,3级,南风
2017-04-16,阵雨,30,21,4级,西南风
2017-04-17,阵雨,25,16,3级,西南风
2017-04-18,晴,29,16,3级,北风
2017-04-19,阵雨,28,18,4级,南风
2017-04-20,多云,25,16,6级,北风
2017-04-21,阴,23,12,4级,北风
2017-04-22,晴,23,12,3级,东南风
2017-04-23,晴,24,12,2级,东风
2017-04-24,晴,27,16,4级,东风
2017-04-25,阵雨,26,17,3级,东风
2017-04-26,阵雨,19,13,5级,北风
2017-04-27,多云,21,11,2级,西北风
2017-04-28,晴,26,13,2级,西南风
2017-04-29,晴,29,15,3级,西南风
2017-04-30,多云,29,16,2级,东风
2017-05-01,阵雨,29,18,2级,西北风
2017-05-02,阵雨,22,17,4级,东南风
2017-05-03,阴,25,19,4级,东风
2017-05-04,小雨,24,17,3级,西北风
2017-05-05,多云,27,17,2级,南风
2017-05-06,多云,26,17,2级,东风
2017-05-07,多云,26,16,3级,东南风
2017-05-08,中雨,20,17,2级,南风
2017-05-09,多云,27,16,3级,南风
2017-05-10,晴,31,17,3级,西南风
2017-05-11,多云,33,21,5级,北风
2017-05-12,小到中雨,22,16,2级,西南风
2017-05-13,多云,30,18,3级,西南风
2017-05-14,多云,31,20,4级,东风
2017-05-15,阵雨,25,19,4级,东北风
2017-05-16,阵雨,23,15,2级,西南风
2017-05-17,多云,27,18,3级,东南风
2017-05-18,晴,30,17,3级,东风
2017-05-19,多云,30,18,3级,东风
2017-05-20,阴,29,19,2级,东南风
2017-05-21,多云,30,20,3级,东南风
2017-05-22,多云,30,21,3级,东风
2017-05-23,中到大雨,26,19,4级,东北风
2017-05-24,阴,24,16,2级,西北风
2017-05-25,晴,28,17,2级,南风
